DATE,DGS10,DGS2,T10Y2Y
9/4/1984,12.88,12.59,0.29
9/5/1984,12.92,12.63,0.29
9/6/1984,12.81,12.54,0.27
9/7/1984,12.7,12.45,0.25
9/10/1984,12.62,12.27,0.35
9/11/1984,12.54,12.26,0.28
9/12/1984,12.55,12.3,0.25
9/13/1984,12.44,12.21,0.23
9/14/1984,12.42,12.15,0.27
9/17/1984,12.4,12.16,0.24
9/18/1984,12.35,12.1,0.25
9/19/1984,12.25,11.94,0.31
9/20/1984,12.28,11.94,0.34
9/21/1984,12.45,12.06,0.39
9/24/1984,12.52,12.1,0.42
9/25/1984,12.56,12.12,0.44
9/26/1984,12.46,12.05,0.41
9/27/1984,12.31,11.95,0.36
9/28/1984,12.47,12.07,0.4
10/1/1984,12.54,12.09,0.45
10/2/1984,12.54,12.07,0.47
10/3/1984,12.54,12.06,0.48
10/4/1984,12.52,12.02,0.5
10/5/1984,12.39,11.93,0.46
10/8/1984,12.375,11.9,0.475
10/9/1984,12.36,11.87,0.49
10/10/1984,12.36,11.89,0.47
10/11/1984,12.31,11.78,0.53
10/12/1984,12.28,11.72,0.56
10/15/1984,12.34,11.78,0.56
10/16/1984,12.32,11.77,0.55
10/17/1984,12.28,11.7,0.58
10/18/1984,12.09,11.53,0.56
10/19/1984,11.93,11.39,0.54
10/22/1984,11.9,11.35,0.55
10/23/1984,11.78,11.17,0.61
10/24/1984,11.74,11.1,0.64
10/25/1984,11.83,11.13,0.7
10/26/1984,11.99,11.33,0.66
10/29/1984,11.95,11.3,0.65
10/30/1984,11.75,11.13,0.62
10/31/1984,11.79,11.09,0.7
11/1/1984,11.66,10.93,0.73
11/2/1984,11.66,10.96,0.7
11/5/1984,11.6,10.79,0.81
11/6/1984,11.66,10.795,0.865
11/7/1984,11.72,10.8,0.92
11/8/1984,11.81,10.95,0.86
11/9/1984,11.71,10.81,0.9
11/12/1984,11.745,10.85,0.895
11/13/1984,11.78,10.89,0.89
11/14/1984,11.81,10.91,0.9
11/15/1984,11.73,10.78,0.95
11/16/1984,11.69,10.71,0.98
11/19/1984,11.61,10.67,0.94
11/20/1984,11.53,10.59,0.94
11/21/1984,11.39,10.39,1
11/22/1984,11.315,10.34,0.975
11/23/1984,11.24,10.29,0.95
11/26/1984,11.28,10.33,0.95
11/27/1984,11.28,10.31,0.97
11/28/1984,11.38,10.35,1.03
11/29/1984,11.42,10.37,1.05
11/30/1984,11.58,10.5,1.08
12/3/1984,11.56,10.5,1.06
12/4/1984,11.52,10.44,1.08
12/5/1984,11.52,10.4,1.12
12/6/1984,11.61,10.49,1.12
12/7/1984,11.7,10.51,1.19
12/10/1984,11.66,10.47,1.19
12/11/1984,11.57,10.4,1.17
12/12/1984,11.54,10.35,1.19
12/13/1984,11.7,10.4,1.3
12/14/1984,11.56,10.2,1.36
12/17/1984,11.49,10.07,1.42
12/18/1984,11.29,9.85,1.44
12/19/1984,11.34,9.89,1.45
12/20/1984,11.37,9.94,1.43
12/21/1984,11.34,9.94,1.4
12/24/1984,11.31,9.83,1.48
12/25/1984,11.38,9.89,1.49
12/26/1984,11.45,9.95,1.5
12/27/1984,11.45,9.96,1.49
12/28/1984,11.46,10.02,1.44
12/31/1984,11.55,10.02,1.53
1/1/1985,11.625,10.025,1.6
1/2/1985,11.7,10.03,1.67
1/3/1985,11.62,10.06,1.56
1/4/1985,11.67,10.08,1.59
1/7/1985,11.5,10.01,1.49
1/8/1985,11.45,9.99,1.46
1/9/1985,11.47,9.95,1.52
1/10/1985,11.48,10,1.48
1/11/1985,11.59,10.08,1.51
1/14/1985,11.6,10.07,1.53
1/15/1985,11.49,10,1.49
1/16/1985,11.51,9.99,1.52
1/17/1985,11.48,9.98,1.5
1/18/1985,11.39,9.91,1.48
1/21/1985,11.33,9.87,1.46
1/22/1985,11.27,9.83,1.44
1/23/1985,11.21,9.83,1.38
1/24/1985,11.06,9.74,1.32
1/25/1985,11.11,9.76,1.35
1/28/1985,11.11,9.79,1.32
1/29/1985,11.11,9.79,1.32
1/30/1985,11.08,9.76,1.32
1/31/1985,11.17,9.9,1.27
2/1/1985,11.29,10.04,1.25
2/4/1985,11.35,10.03,1.32
2/5/1985,11.3,9.99,1.31
2/6/1985,11.4,10.03,1.37
2/7/1985,11.41,10.06,1.35
2/8/1985,11.37,10.03,1.34
2/11/1985,11.42,10.06,1.36
2/12/1985,11.405,10.045,1.36
2/13/1985,11.39,10.03,1.36
2/14/1985,11.29,9.98,1.31
2/15/1985,11.38,10.02,1.36
2/18/1985,11.375,10.015,1.36
2/19/1985,11.37,10.01,1.36
2/20/1985,11.52,10.13,1.39
2/21/1985,11.64,10.29,1.35
2/22/1985,11.76,10.34,1.42
2/25/1985,11.75,10.36,1.39
2/26/1985,11.72,10.36,1.36
2/27/1985,11.89,10.56,1.33
2/28/1985,11.91,10.66,1.25
3/1/1985,11.86,10.73,1.13
3/4/1985,11.93,10.78,1.15
3/5/1985,11.86,10.71,1.15
3/6/1985,11.92,10.75,1.17
3/7/1985,11.94,10.83,1.11
3/8/1985,11.71,10.56,1.15
3/11/1985,11.72,10.56,1.16
3/12/1985,11.78,10.62,1.16
3/13/1985,11.9,10.79,1.11
3/14/1985,11.92,10.86,1.06
3/15/1985,11.93,10.82,1.11
3/18/1985,12.02,10.89,1.13
3/19/1985,11.99,10.85,1.14
3/20/1985,11.91,10.85,1.06
3/21/1985,11.82,10.69,1.13
3/22/1985,11.88,10.75,1.13
3/25/1985,11.86,10.71,1.15
3/26/1985,11.77,10.63,1.14
3/27/1985,11.84,10.63,1.21
3/28/1985,11.75,10.53,1.22
3/29/1985,11.65,10.43,1.22
4/1/1985,11.66,10.45,1.21
4/2/1985,11.7,10.48,1.22
4/3/1985,11.73,10.49,1.24
4/4/1985,11.75,10.53,1.22
4/5/1985,11.76,10.51,1.25
4/8/1985,11.77,10.49,1.28
4/9/1985,11.66,10.38,1.28
4/10/1985,11.58,10.31,1.27
4/11/1985,11.42,10.12,1.3
4/12/1985,11.43,10.13,1.3
4/15/1985,11.37,10.09,1.28
4/16/1985,11.25,9.86,1.39
4/17/1985,11.29,9.93,1.36
4/18/1985,11.13,9.73,1.4
4/19/1985,11.16,9.81,1.35
4/22/1985,11.13,9.72,1.41
4/23/1985,11.25,9.88,1.37
4/24/1985,11.25,9.81,1.44
4/25/1985,11.37,9.9,1.47
4/26/1985,11.35,9.88,1.47
4/29/1985,11.47,9.97,1.5
4/30/1985,11.41,9.91,1.5
5/1/1985,11.27,9.82,1.45
5/2/1985,11.29,9.86,1.43
5/3/1985,11.21,9.71,1.5
5/6/1985,11.19,9.7,1.49
5/7/1985,11.17,9.66,1.51
5/8/1985,11.26,9.73,1.53
5/9/1985,11.2,9.67,1.53
5/10/1985,11.04,9.62,1.42
5/13/1985,11.04,9.64,1.4
5/14/1985,10.87,9.47,1.4
5/15/1985,10.89,9.4,1.49
5/16/1985,10.81,9.31,1.5
5/17/1985,10.84,9.37,1.47
5/20/1985,10.56,9.1,1.46
5/21/1985,10.6,9.11,1.49
5/22/1985,10.62,9.11,1.51
5/23/1985,10.64,9.21,1.43
5/24/1985,10.57,9.13,1.44
5/27/1985,10.5,9.09,1.41
5/28/1985,10.43,9.05,1.38
5/29/1985,10.46,9.05,1.41
5/30/1985,10.39,9.03,1.36
5/31/1985,10.28,8.92,1.36
6/3/1985,10.05,8.72,1.33
6/4/1985,10.05,8.68,1.37
6/5/1985,9.83,8.42,1.41
6/6/1985,9.89,8.51,1.38
6/7/1985,10.19,8.82,1.37
6/10/1985,10.16,8.87,1.29
6/11/1985,10.08,8.78,1.3
6/12/1985,10.16,8.76,1.4
6/13/1985,10.21,8.76,1.45
6/14/1985,9.98,8.45,1.53
6/17/1985,9.97,8.48,1.49
6/18/1985,9.9,8.37,1.53
6/19/1985,10.04,8.5,1.54
6/20/1985,10.14,8.59,1.55
6/21/1985,10.34,8.8,1.54
6/24/1985,10.45,8.87,1.58
6/25/1985,10.5,8.96,1.54
6/26/1985,10.54,8.94,1.6
6/27/1985,10.39,8.81,1.58
6/28/1985,10.25,8.67,1.58
7/1/1985,10.19,8.66,1.53
7/2/1985,10.2,8.66,1.54
7/3/1985,10.23,8.66,1.57
7/4/1985,10.08,8.51,1.57
7/5/1985,9.93,8.36,1.57
7/8/1985,10.05,8.52,1.53
7/9/1985,10.05,8.52,1.53
7/10/1985,10.07,8.55,1.52
7/11/1985,10.22,8.73,1.49
7/12/1985,10.23,8.78,1.45
7/15/1985,10.22,8.76,1.46
7/16/1985,10.15,8.67,1.48
7/17/1985,10.12,8.63,1.49
7/18/1985,10.3,8.76,1.54
7/19/1985,10.34,8.82,1.52
7/22/1985,10.46,8.95,1.51
7/23/1985,10.47,8.97,1.5
7/24/1985,10.51,8.99,1.52
7/25/1985,10.52,8.96,1.56
7/26/1985,10.59,8.98,1.61
7/29/1985,10.67,9.03,1.64
7/30/1985,10.66,9.04,1.62
7/31/1985,10.57,9.01,1.56
8/1/1985,10.51,9.04,1.47
8/2/1985,10.66,9.15,1.51
8/5/1985,10.64,9.13,1.51
8/6/1985,10.65,9.13,1.52
8/7/1985,10.55,9.08,1.47
8/8/1985,10.43,8.99,1.44
8/9/1985,10.37,8.95,1.42
8/12/1985,10.38,8.95,1.43
8/13/1985,10.46,8.96,1.5
8/14/1985,10.38,8.96,1.42
8/15/1985,10.36,8.96,1.4
8/16/1985,10.26,8.9,1.36
8/19/1985,10.23,8.89,1.34
8/20/1985,10.2,8.86,1.34
8/21/1985,10.12,8.82,1.3
8/22/1985,10.1,8.81,1.29
8/23/1985,10.14,8.87,1.27
8/26/1985,10.18,8.88,1.3
8/27/1985,10.12,8.81,1.31
8/28/1985,10.16,8.85,1.31
8/29/1985,10.12,8.81,1.31
8/30/1985,10.28,8.96,1.32
9/2/1985,10.26,8.955,1.305
9/3/1985,10.24,8.95,1.29
9/4/1985,10.16,8.85,1.31
9/5/1985,10.27,8.92,1.35
9/6/1985,10.5,9.15,1.35
9/9/1985,10.49,9.13,1.36
9/10/1985,10.48,9.1,1.38
9/11/1985,10.51,9.13,1.38
9/12/1985,10.52,9.15,1.37
9/13/1985,10.4,9.03,1.37
9/16/1985,10.37,8.99,1.38
9/17/1985,10.41,9.05,1.36
9/18/1985,10.43,9.07,1.36
9/19/1985,10.43,9.13,1.3
9/20/1985,10.36,9.01,1.35
9/23/1985,10.39,8.89,1.5
9/24/1985,10.33,8.82,1.51
9/25/1985,10.27,8.71,1.56
9/26/1985,10.22,8.72,1.5
9/27/1985,10.265,8.8,1.465
9/30/1985,10.31,8.88,1.43
10/1/1985,10.29,8.83,1.46
10/2/1985,10.3,8.84,1.46
10/3/1985,10.32,8.84,1.48
10/4/1985,10.36,8.84,1.52
10/7/1985,10.42,8.97,1.45
10/8/1985,10.36,8.96,1.4
10/9/1985,10.37,8.97,1.4
10/10/1985,10.35,8.96,1.39
10/11/1985,10.34,8.96,1.38
10/14/1985,10.32,8.95,1.37
10/15/1985,10.3,8.94,1.36
10/16/1985,10.25,8.89,1.36
10/17/1985,10.21,8.85,1.36
10/18/1985,10.17,8.81,1.36
10/21/1985,10.18,8.83,1.35
10/22/1985,10.12,8.8,1.32
10/23/1985,10.14,8.84,1.3
10/24/1985,10.15,8.9,1.25
10/25/1985,10.21,8.88,1.33
10/28/1985,10.28,8.91,1.37
10/29/1985,10.11,8.82,1.29
10/30/1985,9.97,8.68,1.29
10/31/1985,10.01,8.7,1.31
11/1/1985,9.98,8.7,1.28
11/4/1985,9.98,8.71,1.27
11/5/1985,9.93,8.69,1.24
11/6/1985,9.93,8.67,1.26
11/7/1985,9.91,8.67,1.24
11/8/1985,9.84,8.57,1.27
11/11/1985,9.79,8.55,1.24
11/12/1985,9.74,8.53,1.21
11/13/1985,9.78,8.58,1.2
11/14/1985,9.84,8.63,1.21
11/15/1985,9.92,8.66,1.26
11/18/1985,9.72,8.51,1.21
11/19/1985,9.73,8.52,1.21
11/20/1985,9.72,8.54,1.18
11/21/1985,9.58,8.51,1.07
11/22/1985,9.66,8.52,1.14
11/25/1985,9.68,8.52,1.16
11/26/1985,9.68,8.53,1.15
11/27/1985,9.64,8.52,1.12
11/28/1985,9.615,8.49,1.125
11/29/1985,9.59,8.46,1.13
12/2/1985,9.69,8.54,1.15
12/3/1985,9.68,8.52,1.16
12/4/1985,9.63,8.49,1.14
12/5/1985,9.62,8.47,1.15
12/6/1985,9.65,8.47,1.18
12/9/1985,9.49,8.35,1.14
12/10/1985,9.36,8.23,1.13
12/11/1985,9.2,8,1.2
12/12/1985,9.27,8.07,1.2
12/13/1985,9.21,7.97,1.24
12/16/1985,9.16,8,1.16
12/17/1985,9.04,7.94,1.1
12/18/1985,9.11,8.04,1.07
12/19/1985,9.1,8,1.1
12/20/1985,9.04,8.01,1.03
12/23/1985,9.08,8.01,1.07
12/24/1985,9.07,8.02,1.05
12/25/1985,9.055,8.005,1.05
12/26/1985,9.04,7.99,1.05
12/27/1985,8.99,7.99,1
12/30/1985,9.01,7.99,1.02
12/31/1985,9,7.98,1.02
1/1/1986,9.02,8,1.02
1/2/1986,9.04,8.02,1.02
1/3/1986,9.05,8.03,1.02
1/6/1986,9.07,8.04,1.03
1/7/1986,8.94,7.97,0.97
1/8/1986,9.13,8.09,1.04
1/9/1986,9.27,8.27,1
1/10/1986,9.39,8.36,1.03
1/13/1986,9.49,8.38,1.11
1/14/1986,9.43,8.33,1.1
1/15/1986,9.31,8.24,1.07
1/16/1986,9.3,8.21,1.09
1/17/1986,9.24,8.19,1.05
1/20/1986,9.23,8.195,1.035
1/21/1986,9.22,8.2,1.02
1/22/1986,9.28,8.19,1.09
1/23/1986,9.23,8.17,1.06
1/24/1986,9.23,8.13,1.1
1/27/1986,9.13,8.07,1.06
1/28/1986,9.05,8.02,1.03
1/29/1986,9.09,8.05,1.04
1/30/1986,9.1,8.04,1.06
1/31/1986,9.08,7.99,1.09
2/3/1986,9.02,7.97,1.05
2/4/1986,8.96,7.94,1.02
2/5/1986,8.97,7.99,0.98
2/6/1986,9.03,8.02,1.01
2/7/1986,9.11,8.15,0.96
2/10/1986,9,8.08,0.92
2/11/1986,8.93,8.04,0.89
2/12/1986,8.91,8.08,0.83
2/13/1986,8.85,8.06,0.79
2/14/1986,8.68,7.99,0.69
2/17/1986,8.66,7.975,0.685
2/18/1986,8.64,7.96,0.68
2/19/1986,8.7,8.06,0.64
2/20/1986,8.67,8.05,0.62
2/21/1986,8.48,7.93,0.55
2/24/1986,8.39,7.86,0.53
2/25/1986,8.4,7.89,0.51
2/26/1986,8.36,7.88,0.48
2/27/1986,8.15,7.72,0.43
2/28/1986,8.13,7.71,0.42
3/3/1986,7.99,7.55,0.44
3/4/1986,7.93,7.38,0.55
3/5/1986,8.12,7.54,0.58
3/6/1986,8.04,7.38,0.66
3/7/1986,7.96,7.29,0.67
3/10/1986,7.76,7.16,0.6
3/11/1986,7.7,7.15,0.55
3/12/1986,7.68,7.17,0.51
3/13/1986,7.75,7.21,0.54
3/14/1986,7.72,7.18,0.54
3/17/1986,7.77,7.22,0.55
3/18/1986,7.83,7.23,0.6
3/19/1986,7.82,7.17,0.65
3/20/1986,7.78,7.17,0.61
3/21/1986,7.8,7.19,0.61
3/24/1986,7.7,7.11,0.59
3/25/1986,7.7,7.12,0.58
3/26/1986,7.64,7.11,0.53
3/27/1986,7.49,7.04,0.45
3/28/1986,7.44,6.98,0.46
3/31/1986,7.39,6.92,0.47
4/1/1986,7.37,6.89,0.48
4/2/1986,7.33,6.9,0.43
4/3/1986,7.41,6.94,0.47
4/4/1986,7.45,6.85,0.6
4/7/1986,7.43,6.82,0.61
4/8/1986,7.31,6.7,0.61
4/9/1986,7.27,6.58,0.69
4/10/1986,7.23,6.58,0.65
4/11/1986,7.29,6.65,0.64
4/14/1986,7.19,6.53,0.66
4/15/1986,7.22,6.53,0.69
4/16/1986,6.98,6.39,0.59
4/17/1986,7.03,6.44,0.59
4/18/1986,7.09,6.44,0.65
4/21/1986,7.04,6.46,0.58
4/22/1986,7.25,6.58,0.67
4/23/1986,7.36,6.67,0.69
4/24/1986,7.51,6.89,0.62
4/25/1986,7.58,6.91,0.67
4/28/1986,7.48,6.86,0.62
4/29/1986,7.38,6.85,0.53
4/30/1986,7.38,6.83,0.55
5/1/1986,7.45,6.85,0.6
5/2/1986,7.51,6.88,0.63
5/5/1986,7.45,6.82,0.63
5/6/1986,7.46,6.82,0.64
5/7/1986,7.43,6.83,0.6
5/8/1986,7.4,6.78,0.62
5/9/1986,7.48,6.85,0.63
5/12/1986,7.67,6.98,0.69
5/13/1986,7.63,7,0.63
5/14/1986,7.66,7,0.66
5/15/1986,7.79,7.16,0.63
5/16/1986,7.99,7.32,0.67
5/19/1986,7.98,7.28,0.7
5/20/1986,7.88,7.23,0.65
5/21/1986,7.9,7.2,0.7
5/22/1986,7.88,7.2,0.68
5/23/1986,7.84,7.19,0.65
5/26/1986,7.785,7.165,0.62
5/27/1986,7.73,7.14,0.59
5/28/1986,7.73,7.17,0.56
5/29/1986,7.99,7.35,0.64
5/30/1986,8.05,7.36,0.69
6/2/1986,8.32,7.5,0.82
6/3/1986,8.19,7.49,0.7
6/4/1986,8.39,7.63,0.76
6/5/1986,8.31,7.54,0.77
6/6/1986,7.95,7.27,0.68
6/9/1986,8.13,7.39,0.74
6/10/1986,8.07,7.38,0.69
6/11/1986,8.01,7.39,0.62
6/12/1986,7.98,7.31,0.67
6/13/1986,7.73,7.15,0.58
6/16/1986,7.63,7.1,0.53
6/17/1986,7.63,7.08,0.55
6/18/1986,7.57,7.01,0.56
6/19/1986,7.69,7.1,0.59
6/20/1986,7.6,7.06,0.54
6/23/1986,7.55,7.03,0.52
6/24/1986,7.47,6.98,0.49
6/25/1986,7.42,6.91,0.51
6/26/1986,7.42,6.91,0.51
6/27/1986,7.38,6.84,0.54
6/30/1986,7.35,6.81,0.54
7/1/1986,7.37,6.8,0.57
7/2/1986,7.37,6.81,0.56
7/3/1986,7.31,6.71,0.6
7/4/1986,7.31,6.705,0.605
7/7/1986,7.31,6.7,0.61
7/8/1986,7.44,6.84,0.6
7/9/1986,7.31,6.73,0.58
7/10/1986,7.31,6.73,0.58
7/11/1986,7.3,6.6,0.7
7/14/1986,7.25,6.58,0.67
7/15/1986,7.16,6.56,0.6
7/16/1986,7.2,6.59,0.61
7/17/1986,7.18,6.61,0.57
7/18/1986,7.16,6.56,0.6
7/21/1986,7.14,6.56,0.58
7/22/1986,7.2,6.6,0.6
7/23/1986,7.29,6.63,0.66
7/24/1986,7.35,6.67,0.68
7/25/1986,7.33,6.67,0.66
7/28/1986,7.53,6.76,0.77
7/29/1986,7.41,6.71,0.7
7/30/1986,7.41,6.67,0.74
7/31/1986,7.34,6.57,0.77
8/1/1986,7.34,6.56,0.78
8/4/1986,7.33,6.56,0.77
8/5/1986,7.39,6.58,0.81
8/6/1986,7.47,6.61,0.86
8/7/1986,7.45,6.61,0.84
8/8/1986,7.3,6.54,0.76
8/11/1986,7.25,6.51,0.74
8/12/1986,7.23,6.46,0.77
8/13/1986,7.15,6.37,0.78
8/14/1986,7.16,6.39,0.77
8/15/1986,7.14,6.36,0.78
8/18/1986,7.14,6.37,0.77
8/19/1986,7.02,6.29,0.73
8/20/1986,7,6.17,0.83
8/21/1986,6.96,6.08,0.88
8/22/1986,7.07,6.14,0.93
8/25/1986,7.06,6.1,0.96
8/26/1986,6.97,6.02,0.95
8/27/1986,7.06,6.12,0.94
8/28/1986,7.04,6.07,0.97
8/29/1986,6.95,5.94,1.01
9/1/1986,6.99,5.965,1.025
9/2/1986,7.03,5.99,1.04
9/3/1986,7.2,6.14,1.06
9/4/1986,7.15,6.11,1.04
9/5/1986,7.32,6.25,1.07
9/8/1986,7.38,6.3,1.08
9/9/1986,7.35,6.3,1.05
9/10/1986,7.35,6.27,1.08
9/11/1986,7.57,6.43,1.14
9/12/1986,7.63,6.43,1.2
9/15/1986,7.53,6.39,1.14
9/16/1986,7.53,6.38,1.15
9/17/1986,7.46,6.37,1.09
9/18/1986,7.62,6.47,1.15
9/19/1986,7.67,6.52,1.15
9/22/1986,7.62,6.49,1.13
9/23/1986,7.58,6.46,1.12
9/24/1986,7.48,6.37,1.11
9/25/1986,7.47,6.37,1.1
9/26/1986,7.47,6.39,1.08
9/29/1986,7.54,6.46,1.08
9/30/1986,7.45,6.38,1.07
10/1/1986,7.41,6.36,1.05
10/2/1986,7.45,6.38,1.07
10/3/1986,7.31,6.16,1.15
10/6/1986,7.28,6.14,1.14
10/7/1986,7.28,6.13,1.15
10/8/1986,7.31,6.11,1.2
10/9/1986,7.33,6.15,1.18
10/10/1986,7.36,6.16,1.2
10/13/1986,7.425,6.21,1.215
10/14/1986,7.49,6.26,1.23
10/15/1986,7.51,6.27,1.24
10/16/1986,7.53,6.29,1.24
10/17/1986,7.57,6.38,1.19
10/20/1986,7.66,6.47,1.19
10/21/1986,7.57,6.4,1.17
10/22/1986,7.49,6.34,1.15
10/23/1986,7.43,6.31,1.12
10/24/1986,7.47,6.35,1.12
10/27/1986,7.42,6.32,1.1
10/28/1986,7.45,6.34,1.11
10/29/1986,7.41,6.32,1.09
10/30/1986,7.31,6.24,1.07
10/31/1986,7.34,6.26,1.08
11/3/1986,7.29,6.21,1.08
11/4/1986,7.31,6.23,1.08
11/5/1986,7.24,6.26,0.98
11/6/1986,7.32,6.29,1.03
11/7/1986,7.4,6.35,1.05
11/10/1986,7.38,6.42,0.96
11/11/1986,7.365,6.4,0.965
11/12/1986,7.35,6.38,0.97
11/13/1986,7.33,6.35,0.98
11/14/1986,7.29,6.33,0.96
11/17/1986,7.22,6.32,0.9
11/18/1986,7.27,6.32,0.95
11/19/1986,7.19,6.21,0.98
11/20/1986,7.19,6.26,0.93
11/21/1986,7.17,6.21,0.96
11/24/1986,7.11,6.19,0.92
11/25/1986,7.15,6.23,0.92
11/26/1986,7.15,6.21,0.94
11/27/1986,7.15,6.21,0.94
11/28/1986,7.15,6.21,0.94
12/1/1986,7.18,6.25,0.93
12/2/1986,7.08,6.22,0.86
12/3/1986,7.06,6.17,0.89
12/4/1986,7.01,6.15,0.86
12/5/1986,7.12,6.24,0.88
12/8/1986,7.1,6.24,0.86
12/9/1986,7.07,6.21,0.86
12/10/1986,7.05,6.19,0.86
12/11/1986,7.12,6.24,0.88
12/12/1986,7.13,6.24,0.89
12/15/1986,7.15,6.29,0.86
12/16/1986,7.12,6.29,0.83
12/17/1986,7.12,6.31,0.81
12/18/1986,7.11,6.31,0.8
12/19/1986,7.1,6.29,0.81
12/22/1986,7.1,6.3,0.8
12/23/1986,7.08,6.3,0.78
12/24/1986,7.07,6.3,0.77
12/25/1986,7.075,6.3,0.775
12/26/1986,7.08,6.3,0.78
12/29/1986,7.17,6.37,0.8
12/30/1986,7.23,6.42,0.81
12/31/1986,7.23,6.35,0.88
1/1/1987,7.205,6.325,0.88
1/2/1987,7.18,6.3,0.88
1/5/1987,7.08,6.24,0.84
1/6/1987,7.08,6.25,0.83
1/7/1987,7.05,6.22,0.83
1/8/1987,7.04,6.2,0.84
1/9/1987,7.01,6.19,0.82
1/12/1987,7.05,6.2,0.85
1/13/1987,7.1,6.22,0.88
1/14/1987,7.11,6.24,0.87
1/15/1987,7.08,6.22,0.86
1/16/1987,7.03,6.22,0.81
1/19/1987,7.02,6.195,0.825
1/20/1987,7.01,6.17,0.84
1/21/1987,7.01,6.17,0.84
1/22/1987,7.03,6.17,0.86
1/23/1987,7.06,6.2,0.86
1/26/1987,7.17,6.26,0.91
1/27/1987,7.16,6.24,0.92
1/28/1987,7.13,6.24,0.89
1/29/1987,7.13,6.24,0.89
1/30/1987,7.18,6.33,0.85
2/2/1987,7.23,6.36,0.87
2/3/1987,7.25,6.38,0.87
2/4/1987,7.23,6.38,0.85
2/5/1987,7.2,6.33,0.87
2/6/1987,7.19,6.38,0.81
2/9/1987,7.25,6.45,0.8
2/10/1987,7.33,6.49,0.84
2/11/1987,7.37,6.58,0.79
2/12/1987,7.31,6.47,0.84
2/13/1987,7.28,6.43,0.85
2/16/1987,7.305,6.455,0.85
2/17/1987,7.33,6.48,0.85
2/18/1987,7.3,6.43,0.87
2/19/1987,7.23,6.33,0.9
2/20/1987,7.24,6.33,0.91
2/23/1987,7.23,6.35,0.88
2/24/1987,7.18,6.32,0.86
2/25/1987,7.21,6.37,0.84
2/26/1987,7.21,6.35,0.86
2/27/1987,7.19,6.35,0.84
3/2/1987,7.17,6.34,0.83
3/3/1987,7.21,6.37,0.84
3/4/1987,7.14,6.32,0.82
3/5/1987,7.16,6.35,0.81
3/6/1987,7.23,6.42,0.81
3/9/1987,7.23,6.43,0.8
3/10/1987,7.23,6.44,0.79
3/11/1987,7.23,6.44,0.79
3/12/1987,7.22,6.43,0.79
3/13/1987,7.19,6.39,0.8
3/16/1987,7.22,6.41,0.81
3/17/1987,7.2,6.42,0.78
3/18/1987,7.21,6.4,0.81
3/19/1987,7.21,6.38,0.83
3/20/1987,7.22,6.4,0.82
3/23/1987,7.25,6.42,0.83
3/24/1987,7.27,6.44,0.83
3/25/1987,7.26,6.46,0.8
3/26/1987,7.24,6.42,0.82
3/27/1987,7.33,6.49,0.84
3/30/1987,7.54,6.63,0.91
3/31/1987,7.51,6.54,0.97
4/1/1987,7.59,6.65,0.94
4/2/1987,7.59,6.63,0.96
4/3/1987,7.59,6.62,0.97
4/6/1987,7.54,6.57,0.97
4/7/1987,7.62,6.59,1.03
4/8/1987,7.61,6.59,1.02
4/9/1987,7.78,6.74,1.04
4/10/1987,7.98,6.97,1.01
4/13/1987,8.07,7.08,0.99
4/14/1987,8.28,7.19,1.09
4/15/1987,8.1,7.02,1.08
4/16/1987,8.03,6.9,1.13
4/17/1987,8.115,6.98,1.135
4/20/1987,8.2,7.06,1.14
4/21/1987,8.19,7.09,1.1
4/22/1987,8.24,7.23,1.01
4/23/1987,8.39,7.36,1.03
4/24/1987,8.47,7.48,0.99
4/27/1987,8.37,7.5,0.87
4/28/1987,8.28,7.43,0.85
4/29/1987,8.35,7.43,0.92
4/30/1987,8.21,7.38,0.83
5/1/1987,8.39,7.47,0.92
5/4/1987,8.52,7.61,0.91
5/5/1987,8.45,7.6,0.85
5/6/1987,8.54,7.62,0.92
5/7/1987,8.5,7.6,0.9
5/8/1987,8.43,7.57,0.86
5/11/1987,8.57,7.66,0.91
5/12/1987,8.55,7.68,0.87
5/13/1987,8.55,7.68,0.87
5/14/1987,8.57,7.66,0.91
5/15/1987,8.8,7.95,0.85
5/18/1987,8.73,7.93,0.8
5/19/1987,8.89,7.99,0.9
5/20/1987,8.92,8.05,0.87
5/21/1987,8.87,8.06,0.81
5/22/1987,8.78,7.97,0.81
5/25/1987,8.665,7.88,0.785
5/26/1987,8.55,7.79,0.76
5/27/1987,8.6,7.84,0.76
5/28/1987,8.56,7.81,0.75
5/29/1987,8.49,7.69,0.8
6/1/1987,8.45,7.67,0.78
6/2/1987,8.72,7.85,0.87
6/3/1987,8.64,7.78,0.86
6/4/1987,8.58,7.76,0.82
6/5/1987,8.5,7.66,0.84
6/8/1987,8.53,7.68,0.85
6/9/1987,8.56,7.71,0.85
6/10/1987,8.56,7.68,0.88
6/11/1987,8.52,7.66,0.86
6/12/1987,8.32,7.51,0.81
6/15/1987,8.28,7.47,0.81
6/16/1987,8.28,7.47,0.81
6/17/1987,8.23,7.42,0.81
6/18/1987,8.27,7.44,0.83
6/19/1987,8.3,7.45,0.85
6/22/1987,8.23,7.42,0.81
6/23/1987,8.23,7.45,0.78
6/24/1987,8.31,7.54,0.77
6/25/1987,8.25,7.47,0.78
6/26/1987,8.37,7.56,0.81
6/29/1987,8.34,7.48,0.86
6/30/1987,8.38,7.48,0.9
7/1/1987,8.36,7.44,0.92
