DATE,DGS10,DGS2,T10Y2Y
6/1/1976,7.94,7.26,0.68
6/2/1976,7.94,7.23,0.71
6/3/1976,7.92,7.22,0.7
6/4/1976,7.89,7.12,0.77
6/7/1976,7.88,7.09,0.79
6/8/1976,7.9,7.11,0.79
6/9/1976,7.9,7.08,0.82
6/10/1976,7.86,7,0.86
6/11/1976,7.86,7.03,0.83
6/14/1976,7.84,7.01,0.83
6/15/1976,7.85,7.02,0.83
6/16/1976,7.87,7.06,0.81
6/17/1976,7.85,7.06,0.79
6/18/1976,7.81,6.99,0.82
6/21/1976,7.8,6.95,0.85
6/22/1976,7.81,7.01,0.8
6/23/1976,7.81,7.01,0.8
6/24/1976,7.81,6.99,0.82
6/25/1976,7.83,7.02,0.81
6/28/1976,7.86,7.02,0.84
6/29/1976,7.86,7.02,0.84
6/30/1976,7.86,7.02,0.84
7/1/1976,7.88,7.02,0.86
7/2/1976,7.84,6.99,0.85
7/5/1976,7.83,6.975,0.855
7/6/1976,7.82,6.96,0.86
7/7/1976,7.84,6.99,0.85
7/8/1976,7.82,6.92,0.9
7/9/1976,7.78,6.77,1.01
7/12/1976,7.76,6.72,1.04
7/13/1976,7.77,6.74,1.03
7/14/1976,7.79,6.76,1.03
7/15/1976,7.77,6.72,1.05
7/16/1976,7.83,6.85,0.98
7/19/1976,7.86,6.89,0.97
7/20/1976,7.87,6.91,0.96
7/21/1976,7.86,6.9,0.96
7/22/1976,7.86,6.91,0.95
7/23/1976,7.84,6.9,0.94
7/26/1976,7.87,6.86,1.01
7/27/1976,7.85,6.76,1.09
7/28/1976,7.85,6.79,1.06
7/29/1976,7.85,6.75,1.1
7/30/1976,7.86,6.74,1.12
8/2/1976,7.85,6.75,1.1
8/3/1976,7.82,6.72,1.1
8/4/1976,7.81,6.73,1.08
8/5/1976,7.82,6.74,1.08
8/6/1976,7.84,6.71,1.13
8/9/1976,7.84,6.68,1.16
8/10/1976,7.84,6.68,1.16
8/11/1976,7.82,6.66,1.16
8/12/1976,7.81,6.64,1.17
8/13/1976,7.78,6.6,1.18
8/16/1976,7.74,6.57,1.17
8/17/1976,7.75,6.57,1.18
8/18/1976,7.76,6.59,1.17
8/19/1976,7.76,6.61,1.15
8/20/1976,7.76,6.68,1.08
8/23/1976,7.73,6.62,1.11
8/24/1976,7.72,6.6,1.12
8/25/1976,7.69,6.53,1.16
8/26/1976,7.68,6.54,1.14
8/27/1976,7.72,6.6,1.12
8/30/1976,7.71,6.57,1.14
8/31/1976,7.66,6.5,1.16
9/1/1976,7.64,6.5,1.14
9/2/1976,7.67,6.54,1.13
9/3/1976,7.65,6.52,1.13
9/6/1976,7.645,6.49,1.155
9/7/1976,7.64,6.46,1.18
9/8/1976,7.64,6.44,1.2
9/9/1976,7.66,6.49,1.17
9/10/1976,7.64,6.46,1.18
9/13/1976,7.64,6.47,1.17
9/14/1976,7.64,6.49,1.15
9/15/1976,7.62,6.45,1.17
9/16/1976,7.6,6.41,1.19
9/17/1976,7.49,6.26,1.23
9/20/1976,7.52,6.34,1.18
9/21/1976,7.51,6.3,1.21
9/22/1976,7.53,6.36,1.17
9/23/1976,7.54,6.35,1.19
9/24/1976,7.58,6.44,1.14
9/27/1976,7.6,6.41,1.19
9/28/1976,7.56,6.36,1.2
9/29/1976,7.56,6.36,1.2
9/30/1976,7.55,6.33,1.22
10/1/1976,7.49,6.24,1.25
10/4/1976,7.46,6.19,1.27
10/5/1976,7.47,6.19,1.28
10/6/1976,7.44,6.11,1.33
10/7/1976,7.43,6.09,1.34
10/8/1976,7.38,5.87,1.51
10/11/1976,7.365,5.835,1.53
10/12/1976,7.35,5.8,1.55
10/13/1976,7.35,5.82,1.53
10/14/1976,7.34,5.81,1.53
10/15/1976,7.31,5.75,1.56
10/18/1976,7.31,5.77,1.54
10/19/1976,7.35,5.85,1.5
10/20/1976,7.38,5.95,1.43
10/21/1976,7.39,5.98,1.41
10/22/1976,7.48,6.07,1.41
10/25/1976,7.53,6.11,1.42
10/26/1976,7.48,6.05,1.43
10/27/1976,7.45,6.01,1.44
10/28/1976,7.41,5.99,1.42
10/29/1976,7.42,6.03,1.39
11/1/1976,7.38,6.03,1.35
11/2/1976,7.41,6.05,1.36
11/3/1976,7.44,6.07,1.37
11/4/1976,7.38,5.95,1.43
11/5/1976,7.41,6.01,1.4
11/8/1976,7.46,6.04,1.42
11/9/1976,7.46,6.07,1.39
11/10/1976,7.45,6.03,1.42
11/11/1976,7.44,6.02,1.42
11/12/1976,7.43,6.01,1.42
11/15/1976,7.41,6,1.41
11/16/1976,7.33,5.86,1.47
11/17/1976,7.32,5.82,1.5
11/18/1976,7.33,5.83,1.5
11/19/1976,7.24,5.67,1.57
11/22/1976,7.17,5.56,1.61
11/23/1976,7.16,5.59,1.57
11/24/1976,7.14,5.56,1.58
11/25/1976,7.065,5.485,1.58
11/26/1976,6.99,5.41,1.58
11/29/1976,7.02,5.46,1.56
11/30/1976,7.01,5.42,1.59
12/1/1976,6.97,5.4,1.57
12/2/1976,6.92,5.34,1.58
12/3/1976,6.86,5.31,1.55
12/6/1976,6.87,5.37,1.5
12/7/1976,6.88,5.41,1.47
12/8/1976,6.91,5.43,1.48
12/9/1976,6.92,5.44,1.48
12/10/1976,6.82,5.31,1.51
12/13/1976,6.9,5.43,1.47
12/14/1976,6.89,5.39,1.5
12/15/1976,6.88,5.38,1.5
12/16/1976,6.88,5.4,1.48
12/17/1976,6.88,5.4,1.48
12/20/1976,6.84,5.34,1.5
12/21/1976,6.85,5.37,1.48
12/22/1976,6.86,5.34,1.52
12/23/1976,6.84,5.36,1.48
12/24/1976,6.84,5.365,1.475
12/27/1976,6.84,5.37,1.47
12/28/1976,6.86,5.39,1.47
12/29/1976,6.84,5.39,1.45
12/30/1976,6.8,5.38,1.42
12/31/1976,6.81,5.34,1.47
1/3/1977,6.84,5.42,1.42
1/4/1977,6.9,5.5,1.4
1/5/1977,6.88,5.48,1.4
1/6/1977,6.93,5.57,1.36
1/7/1977,7.07,5.68,1.39
1/10/1977,7.2,5.79,1.41
1/11/1977,7.28,5.87,1.41
1/12/1977,7.26,5.84,1.42
1/13/1977,7.18,5.79,1.39
1/14/1977,7.28,5.96,1.32
1/17/1977,7.28,5.98,1.3
1/18/1977,7.34,6.04,1.3
1/19/1977,7.28,6.02,1.26
1/20/1977,7.26,6.01,1.25
1/21/1977,7.28,6.02,1.26
1/24/1977,7.34,6.09,1.25
1/25/1977,7.32,6.08,1.24
1/26/1977,7.33,6.09,1.24
1/27/1977,7.43,6.26,1.17
1/28/1977,7.4,6.22,1.18
1/31/1977,7.4,6.18,1.22
2/1/1977,7.41,6.2,1.21
2/2/1977,7.47,6.28,1.19
2/3/1977,7.46,6.2,1.26
2/4/1977,7.28,6.03,1.25
2/7/1977,7.34,6.04,1.3
2/8/1977,7.35,6.06,1.29
2/9/1977,7.34,6.01,1.33
2/10/1977,7.34,6.04,1.3
2/11/1977,7.36,6.02,1.34
2/14/1977,7.38,6.06,1.32
2/15/1977,7.36,6.04,1.32
2/16/1977,7.34,6.02,1.32
2/17/1977,7.26,5.99,1.27
2/18/1977,7.41,6.06,1.35
2/21/1977,7.415,6.075,1.34
2/22/1977,7.42,6.09,1.33
2/23/1977,7.48,6.12,1.36
2/24/1977,7.5,6.2,1.3
2/25/1977,7.48,6.14,1.34
2/28/1977,7.45,6.08,1.37
3/1/1977,7.49,6.16,1.33
3/2/1977,7.45,6.12,1.33
3/3/1977,7.43,6.08,1.35
3/4/1977,7.48,6.1,1.38
3/7/1977,7.5,6.12,1.38
3/8/1977,7.52,6.14,1.38
3/9/1977,7.5,6.12,1.38
3/10/1977,7.49,6.11,1.38
3/11/1977,7.44,6.09,1.35
3/14/1977,7.45,6.06,1.39
3/15/1977,7.44,6.06,1.38
3/16/1977,7.44,6.08,1.36
3/17/1977,7.47,6.14,1.33
3/18/1977,7.44,6.08,1.36
3/21/1977,7.43,6.03,1.4
3/22/1977,7.43,6.04,1.39
3/23/1977,7.44,6.04,1.4
3/24/1977,7.46,6.07,1.39
3/25/1977,7.48,6.1,1.38
3/28/1977,7.47,6.11,1.36
3/29/1977,7.47,6.08,1.39
3/30/1977,7.44,6.05,1.39
3/31/1977,7.42,6.01,1.41
4/1/1977,7.43,6.02,1.41
4/4/1977,7.44,6.03,1.41
4/5/1977,7.47,6.01,1.46
4/6/1977,7.46,6.04,1.42
4/7/1977,7.43,6.02,1.41
4/8/1977,7.41,5.99,1.42
4/11/1977,7.39,5.96,1.43
4/12/1977,7.39,5.98,1.41
4/13/1977,7.36,5.96,1.4
4/14/1977,7.22,5.73,1.49
4/15/1977,7.25,5.78,1.47
4/18/1977,7.25,5.8,1.45
4/19/1977,7.3,5.87,1.43
4/20/1977,7.32,5.95,1.37
4/21/1977,7.33,5.94,1.39
4/22/1977,7.36,5.99,1.37
4/25/1977,7.4,6.01,1.39
4/26/1977,7.38,6,1.38
4/27/1977,7.38,6.01,1.37
4/28/1977,7.4,6.03,1.37
4/29/1977,7.45,6.14,1.31
5/2/1977,7.45,6.15,1.3
5/3/1977,7.44,6.15,1.29
5/4/1977,7.45,6.11,1.34
5/5/1977,7.47,6.16,1.31
5/6/1977,7.5,6.24,1.26
5/9/1977,7.5,6.25,1.25
5/10/1977,7.52,6.27,1.25
5/11/1977,7.52,6.34,1.18
5/12/1977,7.5,6.32,1.18
5/13/1977,7.48,6.28,1.2
5/16/1977,7.46,6.26,1.2
5/17/1977,7.45,6.25,1.2
5/18/1977,7.43,6.24,1.19
5/19/1977,7.49,6.37,1.12
5/20/1977,7.49,6.43,1.06
5/23/1977,7.46,6.38,1.08
5/24/1977,7.41,6.3,1.11
5/25/1977,7.39,6.23,1.16
5/26/1977,7.42,6.24,1.18
5/27/1977,7.38,6.2,1.18
5/30/1977,7.38,6.19,1.19
5/31/1977,7.38,6.18,1.2
6/1/1977,7.38,6.24,1.14
6/2/1977,7.39,6.2,1.19
6/3/1977,7.36,6.19,1.17
6/6/1977,7.37,6.18,1.19
6/7/1977,7.36,6.17,1.19
6/8/1977,7.36,6.15,1.21
6/9/1977,7.35,6.16,1.19
6/10/1977,7.3,6.15,1.15
6/13/1977,7.27,6.13,1.14
6/14/1977,7.22,6.08,1.14
6/15/1977,7.23,6.11,1.12
6/16/1977,7.24,6.12,1.12
6/17/1977,7.24,6.1,1.14
6/20/1977,7.27,6.11,1.16
6/21/1977,7.26,6.12,1.14
6/22/1977,7.25,6.12,1.13
6/23/1977,7.26,6.12,1.14
6/24/1977,7.2,6.1,1.1
6/27/1977,7.2,6.06,1.14
6/28/1977,7.16,6.06,1.1
6/29/1977,7.19,6.05,1.14
6/30/1977,7.2,6.08,1.12
7/1/1977,7.34,6.12,1.22
7/4/1977,7.345,6.12,1.225
7/5/1977,7.35,6.12,1.23
7/6/1977,7.37,6.14,1.23
7/7/1977,7.29,6.15,1.14
7/8/1977,7.31,6.19,1.12
7/11/1977,7.33,6.22,1.11
7/12/1977,7.32,6.22,1.1
7/13/1977,7.28,6.19,1.09
7/14/1977,7.295,6.225,1.07
7/15/1977,7.31,6.26,1.05
7/18/1977,7.34,6.3,1.04
7/19/1977,7.33,6.31,1.02
7/20/1977,7.32,6.35,0.97
7/21/1977,7.32,6.38,0.94
7/22/1977,7.31,6.35,0.96
7/25/1977,7.28,6.29,0.99
7/26/1977,7.28,6.28,1
7/27/1977,7.36,6.37,0.99
7/28/1977,7.41,6.48,0.93
7/29/1977,7.42,6.5,0.92
8/1/1977,7.43,6.49,0.94
8/2/1977,7.44,6.54,0.9
8/3/1977,7.42,6.53,0.89
8/4/1977,7.43,6.52,0.91
8/5/1977,7.42,6.53,0.89
8/8/1977,7.41,6.52,0.89
8/9/1977,7.45,6.58,0.87
8/10/1977,7.46,6.59,0.87
8/11/1977,7.47,6.64,0.83
8/12/1977,7.48,6.68,0.8
8/15/1977,7.48,6.71,0.77
8/16/1977,7.48,6.74,0.74
8/17/1977,7.44,6.72,0.72
8/18/1977,7.42,6.68,0.74
8/19/1977,7.4,6.67,0.73
8/22/1977,7.39,6.66,0.73
8/23/1977,7.36,6.64,0.72
8/24/1977,7.35,6.67,0.68
8/25/1977,7.32,6.62,0.7
8/26/1977,7.27,6.62,0.65
8/29/1977,7.25,6.56,0.69
8/30/1977,7.27,6.56,0.71
8/31/1977,7.28,6.59,0.69
9/1/1977,7.3,6.57,0.73
9/2/1977,7.24,6.53,0.71
9/5/1977,7.24,6.525,0.715
9/6/1977,7.24,6.52,0.72
9/7/1977,7.26,6.54,0.72
9/8/1977,7.28,6.54,0.74
9/9/1977,7.36,6.76,0.6
9/12/1977,7.38,6.78,0.6
9/13/1977,7.37,6.75,0.62
9/14/1977,7.34,6.74,0.6
9/15/1977,7.33,6.7,0.63
9/16/1977,7.32,6.68,0.64
9/19/1977,7.32,6.66,0.66
9/20/1977,7.36,6.7,0.66
9/21/1977,7.36,6.71,0.65
9/22/1977,7.39,6.85,0.54
9/23/1977,7.39,6.86,0.53
9/26/1977,7.42,6.89,0.53
9/27/1977,7.38,6.8,0.58
9/28/1977,7.38,6.81,0.57
9/29/1977,7.39,6.79,0.6
9/30/1977,7.41,6.82,0.59
10/3/1977,7.41,6.84,0.57
10/4/1977,7.4,6.84,0.56
10/5/1977,7.4,6.86,0.54
10/6/1977,7.44,6.89,0.55
10/7/1977,7.48,6.96,0.52
10/10/1977,7.51,7.01,0.5
10/11/1977,7.54,7.06,0.48
10/12/1977,7.54,7.14,0.4
10/13/1977,7.54,7.19,0.35
10/14/1977,7.54,7.17,0.37
10/17/1977,7.55,7.22,0.33
10/18/1977,7.55,7.23,0.32
10/19/1977,7.54,7.22,0.32
10/20/1977,7.54,7.2,0.34
10/21/1977,7.55,7.22,0.33
10/24/1977,7.56,7.2,0.36
10/25/1977,7.58,7.2,0.38
10/26/1977,7.57,7.17,0.4
10/27/1977,7.56,7.14,0.42
10/28/1977,7.56,7.14,0.42
10/31/1977,7.62,7.23,0.39
11/1/1977,7.63,7.23,0.4
11/2/1977,7.69,7.24,0.45
11/3/1977,7.68,7.22,0.46
11/4/1977,7.64,7.2,0.44
11/7/1977,7.62,7.17,0.45
11/8/1977,7.61,7.165,0.445
11/9/1977,7.6,7.16,0.44
11/10/1977,7.59,7.15,0.44
11/11/1977,7.575,7.125,0.45
11/14/1977,7.56,7.1,0.46
11/15/1977,7.56,7.11,0.45
11/16/1977,7.55,7.12,0.43
11/17/1977,7.54,7.1,0.44
11/18/1977,7.54,7.11,0.43
11/21/1977,7.56,7.12,0.44
11/22/1977,7.54,7.14,0.4
11/23/1977,7.52,7.11,0.41
11/24/1977,7.52,7.105,0.415
11/25/1977,7.52,7.1,0.42
11/28/1977,7.53,7.11,0.42
11/29/1977,7.55,7.11,0.44
11/30/1977,7.55,7.11,0.44
12/1/1977,7.58,7.13,0.45
12/2/1977,7.59,7.15,0.44
12/5/1977,7.6,7.15,0.45
12/6/1977,7.63,7.15,0.48
12/7/1977,7.63,7.16,0.47
12/8/1977,7.64,7.16,0.48
12/9/1977,7.63,7.15,0.48
12/12/1977,7.64,7.16,0.48
12/13/1977,7.65,7.16,0.49
12/14/1977,7.66,7.16,0.5
12/15/1977,7.67,7.14,0.53
12/16/1977,7.67,7.13,0.54
12/19/1977,7.69,7.13,0.56
12/20/1977,7.74,7.14,0.6
12/21/1977,7.72,7.16,0.56
12/22/1977,7.75,7.26,0.49
12/23/1977,7.75,7.24,0.51
12/26/1977,7.76,7.245,0.515
12/27/1977,7.77,7.25,0.52
12/28/1977,7.78,7.25,0.53
12/29/1977,7.82,7.26,0.56
12/30/1977,7.78,7.22,0.56
1/2/1978,7.805,7.23,0.575
1/3/1978,7.83,7.24,0.59
1/4/1978,7.82,7.24,0.58
1/5/1978,7.83,7.26,0.57
1/6/1978,7.85,7.28,0.57
1/9/1978,8.01,7.58,0.43
1/10/1978,8.02,7.58,0.44
1/11/1978,8.03,7.6,0.43
1/12/1978,8.02,7.6,0.42
1/13/1978,7.98,7.57,0.41
1/16/1978,7.98,7.55,0.43
1/17/1978,7.98,7.54,0.44
1/18/1978,7.98,7.54,0.44
1/19/1978,7.97,7.55,0.42
1/20/1978,7.97,7.55,0.42
1/23/1978,7.97,7.53,0.44
1/24/1978,7.99,7.53,0.46
1/25/1978,8,7.53,0.47
1/26/1978,7.98,7.51,0.47
1/27/1978,7.97,7.48,0.49
1/30/1978,7.96,7.47,0.49
1/31/1978,7.94,7.47,0.47
2/1/1978,7.96,7.47,0.49
2/2/1978,7.96,7.48,0.48
2/3/1978,7.97,7.48,0.49
2/6/1978,7.99,7.5,0.49
2/7/1978,7.99,7.52,0.47
2/8/1978,8,7.52,0.48
2/9/1978,8.01,7.52,0.49
2/10/1978,8.02,7.53,0.49
2/13/1978,8.035,7.55,0.485
2/14/1978,8.05,7.57,0.48
2/15/1978,8.08,7.59,0.49
2/16/1978,8.1,7.64,0.46
2/17/1978,8.09,7.63,0.46
2/20/1978,8.095,7.64,0.455
2/21/1978,8.1,7.65,0.45
2/22/1978,8.1,7.65,0.45
2/23/1978,8.08,7.65,0.43
2/24/1978,8.04,7.61,0.43
2/27/1978,8.02,7.59,0.43
2/28/1978,8.04,7.57,0.47
3/1/1978,8.05,7.59,0.46
3/2/1978,8.04,7.59,0.45
3/3/1978,8.04,7.59,0.45
3/6/1978,8.05,7.58,0.47
3/7/1978,8.03,7.56,0.47
3/8/1978,8.03,7.54,0.49
3/9/1978,8.02,7.56,0.46
3/10/1978,8,7.54,0.46
3/13/1978,7.99,7.54,0.45
3/14/1978,7.99,7.54,0.45
3/15/1978,8,7.54,0.46
3/16/1978,8,7.54,0.46
3/17/1978,8,7.55,0.45
3/20/1978,7.97,7.53,0.44
3/21/1978,7.97,7.53,0.44
3/22/1978,7.98,7.54,0.44
3/23/1978,8.01,7.56,0.45
3/24/1978,8.065,7.585,0.48
3/27/1978,8.12,7.61,0.51
3/28/1978,8.12,7.64,0.48
3/29/1978,8.11,7.64,0.47
3/30/1978,8.12,7.64,0.48
3/31/1978,8.15,7.7,0.45
4/3/1978,8.13,7.69,0.44
4/4/1978,8.12,7.69,0.43
4/5/1978,8.14,7.72,0.42
4/6/1978,8.16,7.73,0.43
4/7/1978,8.14,7.72,0.42
4/10/1978,8.15,7.72,0.43
4/11/1978,8.16,7.71,0.45
4/12/1978,8.16,7.69,0.47
4/13/1978,8.15,7.67,0.48
4/14/1978,8.12,7.61,0.51
4/17/1978,8.08,7.6,0.48
4/18/1978,8.08,7.62,0.46
4/19/1978,8.13,7.77,0.36
4/20/1978,8.14,7.79,0.35
4/21/1978,8.16,7.81,0.35
4/24/1978,8.18,7.82,0.36
4/25/1978,8.18,7.8,0.38
4/26/1978,8.22,7.85,0.37
4/27/1978,8.24,7.89,0.35
4/28/1978,8.24,7.97,0.27
5/1/1978,8.24,7.91,0.33
5/2/1978,8.25,7.91,0.34
5/3/1978,8.28,7.91,0.37
5/4/1978,8.27,7.9,0.37
5/5/1978,8.34,7.96,0.38
5/8/1978,8.35,7.98,0.37
5/9/1978,8.34,7.98,0.36
5/10/1978,8.34,7.98,0.36
5/11/1978,8.34,8,0.34
5/12/1978,8.36,8,0.36
5/15/1978,8.35,7.98,0.37
5/16/1978,8.34,7.97,0.37
5/17/1978,8.33,7.98,0.35
5/18/1978,8.37,8.04,0.33
5/19/1978,8.38,8.07,0.31
5/22/1978,8.38,8.07,0.31
5/23/1978,8.37,8.07,0.3
5/24/1978,8.39,8.1,0.29
5/25/1978,8.4,8.1,0.3
5/26/1978,8.42,8.1,0.32
5/29/1978,8.42,8.1,0.32
5/30/1978,8.42,8.11,0.31
5/31/1978,8.42,8.12,0.3
6/1/1978,8.41,8.12,0.29
6/2/1978,8.39,8.09,0.3
6/5/1978,8.38,8.07,0.31
6/6/1978,8.37,8.07,0.3
6/7/1978,8.37,8.07,0.3
6/8/1978,8.38,8.07,0.31
6/9/1978,8.41,8.09,0.32
6/12/1978,8.4,8.11,0.29
6/13/1978,8.41,8.11,0.3
6/14/1978,8.41,8.12,0.29
6/15/1978,8.41,8.12,0.29
6/16/1978,8.43,8.19,0.24
6/19/1978,8.45,8.25,0.2
6/20/1978,8.47,8.27,0.2
6/21/1978,8.5,8.41,0.09
6/22/1978,8.5,8.41,0.09
6/23/1978,8.55,8.44,0.11
6/26/1978,8.59,8.48,0.11
6/27/1978,8.58,8.44,0.14
6/28/1978,8.57,8.44,0.13
6/29/1978,8.57,8.42,0.15
6/30/1978,8.62,8.48,0.14
7/3/1978,8.59,8.44,0.15
7/4/1978,8.605,8.44,0.165
7/5/1978,8.62,8.44,0.18
7/6/1978,8.62,8.44,0.18
7/7/1978,8.66,8.48,0.18
7/10/1978,8.68,8.5,0.18
7/11/1978,8.68,8.48,0.2
7/12/1978,8.67,8.48,0.19
7/13/1978,8.68,8.5,0.18
7/14/1978,8.68,8.51,0.17
7/17/1978,8.65,8.48,0.17
7/18/1978,8.63,8.46,0.17
7/19/1978,8.62,8.46,0.16
7/20/1978,8.66,8.5,0.16
7/21/1978,8.67,8.59,0.08
7/24/1978,8.67,8.57,0.1
7/25/1978,8.67,8.55,0.12
7/26/1978,8.66,8.52,0.14
7/27/1978,8.58,8.47,0.11
7/28/1978,8.55,8.45,0.1
7/31/1978,8.56,8.47,0.09
8/1/1978,8.54,8.45,0.09
8/2/1978,8.44,8.4,0.04
8/3/1978,8.39,8.26,0.13
8/4/1978,8.38,8.26,0.12
8/7/1978,8.36,8.18,0.18
8/8/1978,8.35,8.19,0.16
8/9/1978,8.34,8.17,0.17
8/10/1978,8.45,8.24,0.21
8/11/1978,8.44,8.25,0.19
8/14/1978,8.45,8.29,0.16
8/15/1978,8.46,8.29,0.17
8/16/1978,8.55,8.5,0.05
8/17/1978,8.48,8.48,0
8/18/1978,8.46,8.5,-0.04
8/21/1978,8.41,8.47,-0.06
8/22/1978,8.41,8.47,-0.06
8/23/1978,8.32,8.42,-0.1
8/24/1978,8.35,8.41,-0.06
8/25/1978,8.34,8.41,-0.07
8/28/1978,8.35,8.41,-0.06
8/29/1978,8.37,8.44,-0.07
8/30/1978,8.42,8.48,-0.06
8/31/1978,8.39,8.46,-0.07
9/1/1978,8.38,8.5,-0.12
9/4/1978,8.36,8.48,-0.12
9/5/1978,8.34,8.46,-0.12
9/6/1978,8.35,8.44,-0.09
9/7/1978,8.34,8.44,-0.1
9/8/1978,8.34,8.46,-0.12
9/11/1978,8.31,8.43,-0.12
9/12/1978,8.29,8.45,-0.16
9/13/1978,8.3,8.45,-0.15
9/14/1978,8.32,8.45,-0.13
9/15/1978,8.35,8.49,-0.14
9/18/1978,8.37,8.52,-0.15
9/19/1978,8.38,8.54,-0.16
9/20/1978,8.46,8.6,-0.14
9/21/1978,8.51,8.69,-0.18
9/22/1978,8.56,8.73,-0.17
9/25/1978,8.56,8.75,-0.19
9/26/1978,8.53,8.75,-0.22
9/27/1978,8.54,8.74,-0.2
9/28/1978,8.54,8.72,-0.18
9/29/1978,8.56,8.7,-0.14
10/2/1978,8.58,8.71,-0.13
10/3/1978,8.57,8.69,-0.12
10/4/1978,8.59,8.69,-0.1
10/5/1978,8.6,8.69,-0.09
10/6/1978,8.58,8.69,-0.11
10/9/1978,8.58,8.695,-0.115
10/10/1978,8.58,8.7,-0.12
10/11/1978,8.56,8.7,-0.14
10/12/1978,8.51,8.69,-0.18
10/13/1978,8.52,8.69,-0.17
10/16/1978,8.59,8.73,-0.14
10/17/1978,8.6,8.77,-0.17
10/18/1978,8.62,8.83,-0.21
10/19/1978,8.64,8.84,-0.2
10/20/1978,8.66,8.85,-0.19
10/23/1978,8.66,8.84,-0.18
10/24/1978,8.64,8.85,-0.21
10/25/1978,8.65,8.96,-0.31
10/26/1978,8.72,9.05,-0.33
10/27/1978,8.78,9.12,-0.34
10/30/1978,8.88,9.35,-0.47
10/31/1978,8.96,9.49,-0.53
11/1/1978,8.66,9.44,-0.78
11/2/1978,8.73,9.42,-0.69
11/3/1978,8.86,9.49,-0.63
11/6/1978,8.85,9.45,-0.6
11/7/1978,8.855,9.47,-0.615
11/8/1978,8.86,9.49,-0.63
11/9/1978,8.87,9.5,-0.63
11/10/1978,8.86,9.46,-0.6
11/13/1978,8.83,9.4,-0.57
11/14/1978,8.82,9.41,-0.59
11/15/1978,8.76,9.34,-0.58
11/16/1978,8.72,9.21,-0.49
11/17/1978,8.72,9.19,-0.47
11/20/1978,8.72,9.19,-0.47
11/21/1978,8.77,9.23,-0.46
11/22/1978,8.77,9.37,-0.6
11/23/1978,8.815,9.485,-0.67
11/24/1978,8.86,9.6,-0.74
11/27/1978,8.86,9.6,-0.74
11/28/1978,8.86,9.6,-0.74
11/29/1978,8.86,9.55,-0.69
11/30/1978,8.86,9.55,-0.69
12/1/1978,8.8,9.5,-0.7
12/4/1978,8.82,9.51,-0.69
12/5/1978,8.85,9.5,-0.65
12/6/1978,8.85,9.5,-0.65
12/7/1978,8.89,9.5,-0.61
12/8/1978,8.9,9.51,-0.61
12/11/1978,8.9,9.52,-0.62
12/12/1978,8.92,9.52,-0.6
12/13/1978,8.98,9.54,-0.56
12/14/1978,8.96,9.54,-0.58
12/15/1978,9,9.58,-0.58
12/18/1978,9.13,9.86,-0.73
12/19/1978,9.14,9.91,-0.77
12/20/1978,9.16,9.96,-0.8
12/21/1978,9.16,9.98,-0.82
12/22/1978,9.11,9.96,-0.85
12/25/1978,9.12,9.97,-0.85
12/26/1978,9.13,9.98,-0.85
12/27/1978,9.12,9.98,-0.86
12/28/1978,9.16,9.98,-0.82
12/29/1978,9.15,9.98,-0.83
1/1/1979,9.165,9.99,-0.825
1/2/1979,9.18,10,-0.82
1/3/1979,9.16,9.98,-0.82
1/4/1979,9.11,9.88,-0.77
1/5/1979,9.1,9.87,-0.77
1/8/1979,9.14,9.92,-0.78
1/9/1979,9.16,9.92,-0.76
1/10/1979,9.16,9.94,-0.78
1/11/1979,9.15,9.92,-0.77
1/12/1979,9.14,9.92,-0.78
1/15/1979,9.15,9.91,-0.76
1/16/1979,9.16,9.92,-0.76
1/17/1979,9.18,9.91,-0.73
1/18/1979,9.18,9.92,-0.74
1/19/1979,9.15,9.91,-0.76
1/22/1979,9.12,9.86,-0.74
1/23/1979,9.1,9.85,-0.75
1/24/1979,9.08,9.85,-0.77
1/25/1979,8.98,9.78,-0.8
1/26/1979,8.93,9.67,-0.74
1/29/1979,8.96,9.67,-0.71
1/30/1979,8.95,9.68,-0.73
1/31/1979,8.95,9.64,-0.69
2/1/1979,8.94,9.61,-0.67
2/2/1979,8.89,9.48,-0.59
2/5/1979,8.95,9.53,-0.58
2/6/1979,9,9.58,-0.58
2/7/1979,9.09,9.67,-0.58
2/8/1979,9.09,9.7,-0.61
2/9/1979,9.11,9.7,-0.59
2/12/1979,9.11,9.695,-0.585
2/13/1979,9.11,9.69,-0.58
2/14/1979,9.12,9.67,-0.55
2/15/1979,9.12,9.68,-0.56
2/16/1979,9.11,9.68,-0.57
2/19/1979,9.115,9.685,-0.57
2/20/1979,9.12,9.69,-0.57
2/21/1979,9.15,9.71,-0.56
2/22/1979,9.2,9.9,-0.7
2/23/1979,9.21,9.92,-0.71
2/26/1979,9.2,9.91,-0.71
2/27/1979,9.19,9.89,-0.7
2/28/1979,9.17,9.89,-0.72
3/1/1979,9.17,9.87,-0.7
3/2/1979,9.16,9.87,-0.71
3/5/1979,9.11,9.83,-0.72
3/6/1979,9.14,9.83,-0.69
3/7/1979,9.1,9.81,-0.71
3/8/1979,9.1,9.76,-0.66
3/9/1979,9.11,9.79,-0.68
3/12/1979,9.11,9.81,-0.7
3/13/1979,9.11,9.8,-0.69
3/14/1979,9.12,9.82,-0.7
3/15/1979,9.14,9.82,-0.68
3/16/1979,9.12,9.84,-0.72
